scope,preset,variant,active_experts,tokens_per_expert,total_routed_tokens,total_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype
routed_moe_layer,olmoe,ours_ose_w8a8,64,4,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.256407,1.253312,1.258785,0.056538,0.959101,0.899761,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,64,8,512,64,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.274804,1.274132,1.274856,0.015986,1.000000,0.920828,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,64,8,512,64,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.173875,1.172656,1.177837,0.063716,1.085979,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,64,8,512,64,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.352315,1.276675,1.434106,0.135826,0.942683,0.868048,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,64,16,1024,128,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.431713,1.365966,1.570755,0.185618,1.000000,0.877573,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,64,16,1024,128,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.256433,1.250355,1.278040,0.038226,1.139506,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,64,16,1024,128,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.459148,1.450144,1.460515,0.049306,0.981198,0.861073,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,64,32,2048,256,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.572815,1.564252,1.586272,0.045402,1.000000,0.895238,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,64,32,2048,256,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.408044,1.372058,1.411978,0.064297,1.117021,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,64,32,2048,256,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.696353,1.691188,1.728995,0.089940,0.927174,0.830042,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
